,DATE,TWEET,tidy_tweets,absolute_tidy_tweets,,,,,,,
75,2020-03-02 13:53:13+00:00,"We’d like to reassure you that HSBC is a safe home for your savings and of course, this is backed by the FSCS guarantee. If you have any concerns about your personal finances, we would love to discuss these with you and provide you with our growth options. (2/2) ^Mill","We’d like to reassure you that HSBC is a safe home for your savings and of course, this is backed by the FSCS guarantee. If you have any concerns about your personal finances, we would love to discuss these with you and provide you with our growth options. (2/2) ^Mill",Wed like reassure HSBC safe home savings course backed FSCS guarantee If concerns personal finances would love discuss provide growth options Mill,,,,,,,
76,2020-03-02 13:55:19+00:00,"Hi Melanie . The first deposit into the Help to Buy ISA you can pay up to £1200. Thereafter the payments you can make on a monthly basis are up to £200. You can feed the ISA from any bank you wish to, you can set up a Standing Order through online banking if you wish? ^Alison","Hi Melanie . The first deposit into the Help to Buy ISA you can pay up to £1200. Thereafter the payments you can make on a monthly basis are up to £200. You can feed the ISA from any bank you wish to, you can set up a Standing Order through online banking if you wish? ^Alison",Hi Melanie The first deposit Help Buy ISA pay Thereafter payments make monthly basis You feed ISA bank wish set Standing Order online banking wish Alison,,,,,,,
77,2020-03-02 13:58:26+00:00,"Thanks for that, and really my apologies. Hope the rest of the day is much more relaxed. You know we are here, so never panic we do find solutions ^Ank.","Thanks for that, and really my apologies. Hope the rest of the day is much more relaxed. You know we are here, so never panic we do find solutions ^Ank.",Thanks really apologies Hope rest day much relaxed You know never panic find solutions Ank,,,,,,,
78,2020-03-02 14:05:34+00:00,Hi Larry . Oh that does not sound good! Can you please DM me with what card you have and what type of offers you are looking for? ^Alison,Hi Larry . Oh that does not sound good! Can you please DM me with what card you have and what type of offers you are looking for? ^Alison,Hi Larry Oh sound good Can please DM card type offers looking Alison,,,,,,,
79,2020-03-02 14:05:43+00:00,"That would be great, Janet! Please do pass your feedback through the link . We will review the feedback, and make any necessary changes. ^Nick","That would be great, Janet! Please do pass your feedback through the link . We will review the feedback, and make any necessary changes. ^Nick",That would great Janet Please pass feedback link We review feedback make necessary changes Nick,,,,,,,
80,2020-03-02 14:14:04+00:00,I am very sorry to hear that after 40 years you are reviewing your options with us. I'd like to ensure your disappointment is logged formally and your issues looked into as a complaint. Please can you provide your full name and postcode via the link below. ^Saffron https://twitter.com/messages/compose?recipient_id=2922732233,I am very sorry to hear that after 40 years you are reviewing your options with us. I'd like to ensure your disappointment is logged formally and your issues looked into as a complaint. Please can you provide your full name and postcode via the link below. ^Saffron,I sorry hear years reviewing options us Id like ensure disappointment logged formally issues looked complaint Please provide full name postcode via link Saffron,,,,,,,
81,2020-03-02 14:21:55+00:00,"Hi, can you provide me you full name and postcode and I'll be able to check for you. ^Claude","Hi, can you provide me you full name and postcode and I'll be able to check for you. ^Claude",Hi provide full name postcode Ill able check Claude,,,,,,,
82,2020-03-02 14:22:23+00:00,In a private message. https://twitter.com/messages/compose?recipient_id=2922732233,In a private message.,In private message,,,,,,,
83,2020-03-02 14:28:17+00:00,"No problem, Uriel. We're always happy to help. ^Nick","No problem, Uriel. We're always happy to help. ^Nick",No problem Uriel Were always happy help Nick,,,,,,,
84,2020-03-02 14:33:07+00:00,Glad we have been able to help. Have a nice afternoon and thank you for your kind feedback. ^Ank.,Glad we have been able to help. Have a nice afternoon and thank you for your kind feedback. ^Ank.,Glad able help Have nice afternoon thank kind feedback Ank,,,,,,,
85,2020-03-02 14:50:26+00:00,"Thank you for coming back to me, your feedback about the interest rates has been noted. Should you need any help with anything further, please do come back to us. ^Saffron","Thank you for coming back to me, your feedback about the interest rates has been noted. Should you need any help with anything further, please do come back to us. ^Saffron",Thank coming back feedback interest rates noted Should need help anything please come back us Saffron,,,,,,,
86,2020-03-02 14:57:33+00:00,"We do try our best in working with the green and saving paper, like yourself. Certain documents need to be provided for proof and these can’t be overlooked, we are looking into future ways to get this sorted. (1/2) ^Ank.","We do try our best in working with the green and saving paper, like yourself. Certain documents need to be provided for proof and these can’t be overlooked, we are looking into future ways to get this sorted. (1/2) ^Ank.",We try best working green saving paper like Certain documents need provided proof cant overlooked looking future ways get sorted Ank,,,,,,,
87,2020-03-02 14:57:49+00:00,You might like to leave Feedback on the link below if you feel things can be done better via this link: http://grp.hsbc/61821ylkM . Thanks. (2/2) ^Ank.,You might like to leave Feedback on the link below if you feel things can be done better via this link: . Thanks. (2/2) ^Ank.,You might like leave Feedback link feel things done better via link Thanks Ank,,,,,,,
88,2020-03-02 15:01:30+00:00,"@AlleyneMason What's the message you can see, please? You can DM me via link below, if you wish. ^Mill https://twitter.com/messages/compose?recipient_id=2922732233","@AlleyneMason What's the message you can see, please? You can DM me via link below, if you wish. ^Mill",AlleyneMason Whats message see please You DM via link wish Mill,,,,,,,
89,2020-03-02 15:27:09+00:00,"Muy bien educado, ¿no? ^Yuriy","Muy bien educado, ¿no? ^Yuriy",Muy bien educado Yuriy,,,,,,,
90,2020-03-02 15:41:29+00:00,"Yeah that's definitely a scam, Ross. Thanks for letting us know. If possible, can you forward that image to phishing@hsbc.com? ^Nick","Yeah that's definitely a scam,oss. Thanks for letting us know. If possible, can you forward that image to phishing@hsbc.com? ^Nick",Yeah thats definitely scamoss Thanks letting us know If possible forward image phishinghsbccom Nick,,,,,,,
91,2020-03-02 15:56:36+00:00,"Hi James. We aren't able to dispute pending transactions due to VISA regulations. If we reverse the payment for you, and it still debits, we would lose the right to dispute on your behalf. Please monitor your app and when the payment pops up, contact us through Mobile Chat. ^Nick","Hi James. We aren't able to dispute pending transactions due to VISA regulations. If we reverse the payment for you, and it still debits, we would lose the right to dispute on your behalf. Please monitor your app and when the payment pops up, contact us through Mobile Chat. ^Nick",Hi James We arent able dispute pending transactions due VISA regulations If reverse payment still debits would lose right dispute behalf Please monitor app payment pops contact us Mobile Chat Nick,,,,,,,
92,2020-03-02 16:07:32+00:00,"Hey there, sorry about that! - please see the link now . http://grp.hsbc/60171W4Ft. Thanks, ^Alison","Hey there, sorry about that! - please see the link now . Thanks, ^Alison",Hey sorry please see link Thanks Alison,,,,,,,
93,2020-03-02 16:09:04+00:00,Hi Rajasekjar. Thanks for passing on the feedback. Can you please DM us with the transcripts and more information around this please? ^Nick,Hiajasekjar. Thanks for passing on the feedback. Can you please DM us with the transcripts and more information around this please? ^Nick,Hiajasekjar Thanks passing feedback Can please DM us transcripts information around please Nick,,,,,,,
